"","genes","PPEE","PPDE","PostFC","RealFC","Direction","WTL1.genes.results","WTL2.genes.results","WTL3.genes.results","WTD1.genes.results","WTD2.genes.results","WTD3.genes.results"
"81","gene-ACX60_RS00405_ACX60_RS00405",1.09012860810553e-05,0.999989098713919,2.53835021908978,2.54648600566383,"D Over L",105.142512616115,119.128902880671,73.1534417277659,296.777903033755,283.758096586259,176.898631619039
"98","gene-ACX60_RS00495_dtd",0.00496164065102966,0.99503835934897,1.84069381378506,1.84653070460867,"D Over L",57.6823506713408,88.6021215174994,80.2655818957431,114.420396350363,128.338724182167,175.597906386546
"112","gene-ACX60_RS00565_ACX60_RS00565",0.00066810025755959,0.99933189974244,0.404517268224485,0.404055487413454,"D Over L",528.633188431022,723.708085000079,776.239298333516,314.656089963499,369.709719203674,135.275424179265
"145","gene-ACX60_RS00750_ACX60_RS00750",1.88998535233242e-05,0.999981100146477,3.32737218280923,3.35189617006518,"D Over L",52.5712563080574,46.9070055092644,49.7849811758407,160.903682367699,111.85485135143,227.626915686264
"186","gene-ACX60_RS00955_ACX60_RS00955",4.31144341712653e-05,0.999956885565829,0.510260837326252,0.508895259614701,"D Over L",210.28502523223,171.992353533969,181.867584295418,107.269121578466,121.274207254708,58.5326354621821
"187","gene-ACX60_RS00960_betT",0,1,0.213671097664536,0.213622193903616,"D Over L",7649.11779282236,8245.20919062847,9400.21726201792,2005.93257351731,2471.40350512265,926.11636553497
"207","gene-ACX60_RS01060_ACX60_RS01060",0,1,0.244222049047138,0.244085852926866,"D Over L",2649.73734919362,3098.84058618347,2981.00275040646,834.315390054733,972.548497013486,323.880582890741
"211","gene-ACX60_RS01080_ACX60_RS01080",0.00189548228631153,0.998104517713688,0.543588861058349,0.542850602047942,"D Over L",349.014729378492,273.996476625544,349.510888254881,219.30575967153,195.451634993025,113.163095226885
"212","gene-ACX60_RS01085_ACX60_RS01085",0.00118185937688509,0.998818140623115,5.95296453939862,5.97508696302125,"D Over L",117.555170355517,111.683346450629,122.938422903607,461.257222787402,493.338765434202,1149.84110552375
"215","gene-ACX60_RS01100_ACX60_RS01100",0.000407018390527591,0.999592981609472,1.95748285257465,1.9665861466058,"D Over L",66.4442267226837,57.3307845113231,41.6568209838667,114.420396350363,84.7742031295049,126.170347551815
"239","gene-ACX60_RS01220_ACX60_RS01220",1.02996847489711e-05,0.999989700315251,0.383777225767748,0.383637291393187,"D Over L",2394.18263102945,2335.67105210416,2197.65131190497,1086.99376532845,1359.91950853581,210.717487663855
"240","gene-ACX60_RS01225_ACX60_RS01225",0.0184509014624711,0.981549098537529,4.37103918864874,4.38984660456056,"D Over L",116.094857680294,55.0971175823105,110.746182615646,307.504815191602,246.080672973146,684.181472291284
"243","gene-ACX60_RS01240_aqpZ",6.43929354282591e-15,0.999999999999994,0.247206872119687,0.247145912269966,"D Over L",5352.7761110329,7240.05907257281,6833.75068140213,1777.09178081658,2087.56475206406,936.522167394913
"249","gene-ACX60_RS01270_ACX60_RS01270",0.000160172263460989,0.999839827736539,0.458663576600975,0.458310922916714,"D Over L",654.950234837882,927.716331183229,832.120399653337,377.825683781929,467.435536700186,261.44577173108
"250","gene-ACX60_RS01275_ACX60_RS01275",0.0452259355774206,0.954774064422579,0.372970984716176,0.371943684751465,"D Over L",235.840497048647,437.798718086468,286.517646767083,148.984891081202,136.580660597536,71.5398877871114
"254","gene-ACX60_RS01295_ACX60_RS01295",1.7018340114916e-07,0.999999829816599,2.80491837700845,2.82149696361524,"D Over L",54.0315689832813,60.3090070833399,56.8971213438179,138.257978923356,134.225821621716,210.717487663855
